Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104
Metabolite Name,54C,29H,6H,37H,56C,154C,68C,10C,9C,78C,52H,62C,88C,34H,56H,132C,66C,13H,31H,11H,74C,1C,130C,10H,114C,9H,35H,112C,21C,142C,45H,118C,41H,170C,52C,122C,108C,40H,64C,72C,98C,148C,116C,96C,166C,17C,140C,60C,49H,36C,20C,100C,33H,8H,81C,14C,164C,152C,28H,23H,44H,134C,7H,158C,168C,3C,146C,54H,57H,94C,12H,34C,42H,136C,46H,172C,55H,120C,14H,35C,24H,48H,20H,156C,16H,48C,30H,17H,27H,50H,144C,110C,21H,15H,160C,45C,19H,70C,39H,150C,92C,58C,47H
Factors,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy
591.4605,0,1.114,0,1.64,0,1.844,0.574,0,0,0,0.877,0,0,0,2.488,0,0,0.67,0.884,0.028,0.192,2.103,3.048,0.07,0,2.79,5.401,0.917,0.192,3.962,0.239,0.594,0.432,1.629,0.943,0,0,2.253,0,2.031,0,3.617,6.154,2.721,3.001,4.281,0,0,0,0,0,0.661,7.12,1.552,0,2.8,0.247,2.623,3.53,3.165,0.114,2.65,1.575,2.167,0.835,2.733,0.036,0.474,0.055,0.016,2.868,0.162,0,0.061,0.117,2.457,0.812,1.29,0.051,1.815,0,0.886,3.908,0,0.852,8.739,6.586,0.396,0.979,0.823,2.287,0.297,0,0.501,0.055,1.651,2.704,3.366,7.721,0.454,0.057,0.336,0
564.3371,0.843,0.386,2.506,1.345,2.207,0.478,1.124,2.063,1.06,1.504,1.235,1.934,1.427,2.274,0.931,0.968,1.145,0.953,0.843,0.994,1.453,3.245,1.683,1.068,0.81,0.775,1.805,0.605,0.639,1.522,0.63,1.555,0.759,1.512,0.428,1.292,1.656,1.152,1.157,1.977,1.427,1.261,0.626,3.973,0.971,0.851,1.114,0.986,0.22,1.017,0.775,2.209,1.764,1.331,2.305,1.918,2.275,1.696,1.802,1.6,1.008,2.044,1.764,1.754,0.645,1.136,1.835,0.908,0.124,0.901,1.135,1.188,0.788,1.087,0.563,0.974,0.435,2.316,0.566,0.797,0.182,1.48,0.647,0.324,2.436,0.526,1.557,0.694,0.381,0.668,0.386,0.347,0.007,0.304,0.52,0.494,0.768,2.92,0.881,0.148,0.149,0.02,1.118
489.3564,2.193,25.899,5.256,7.958,12.427,21.286,9.618,7.878,6.502,4.175,23.265,10.983,0,11.641,22.53,3.374,13.294,28.075,12.071,10.231,7.484,46.372,20.122,4.652,5.9,29.243,17.587,8.075,3.152,16.928,15.228,8.637,8.88,16.876,16.609,14.634,4.639,36.895,9.388,8.594,7.517,28.46,24.121,4.45,5.313,20.744,1.295,8.531,1.938,3.054,0,5.275,31.068,12.749,0.447,14.339,18.342,21.512,23.137,40.873,8.549,13.933,25.085,26.384,17.87,16.302,2.179,14.099,8.426,0.493,24.927,8.552,4.455,10.489,1.609,43.944,14.981,12.601,4.972,13.675,1.896,12.866,21.28,4.27,5.042,47.754,14.722,1.464,17.533,13.995,21.815,6.894,4.337,20.818,7.411,8.394,19.885,3.501,18.961,1.414,7.354,9.29,0.755
231.1229,31.452,57.61,26.875,41.533,19.704,41.845,37.727,25.251,27.084,31.963,47.368,35.397,24.325,48.771,55.665,43.644,36.167,27.381,44.446,25.896,18.831,20.718,16.688,23.77,19.374,10.007,42.483,32.899,33.53,29.351,33.343,20.249,35.155,36.66,48.026,28.512,30.686,37.694,25.05,26.405,18.632,29.968,22.017,15.695,63.185,29.05,17.829,17.14,44.126,18.921,15.29,13.406,33.986,25.047,17.004,21.095,27.693,18.771,27.876,29.867,30.794,17.99,31.344,12.021,42.66,2.638,29.381,30.63,31.317,2.685,43.058,15.407,36.159,14.949,45.509,85.43,36.392,15.021,23.345,9.708,23.709,28.613,12.409,19.814,23.14,13.596,30.677,18.008,18.73,39.328,6.723,4.963,27.61,21.92,87.297,3.184,12.261,17.929,29.8,12.519,23.679,27.906,26.524
245.0481,0,0,0,141.706,0,141.352,88.261,0,0,262.995,53.468,0,257.403,0,164.483,104.684,85.599,0,0,86.18,0,26.572,122.943,58.629,0,45.524,142.829,659.379,102.733,74.573,40.68,163.37,0,79.188,109.352,276.369,27.531,42.69,21.767,39.491,51.819,14.68,259.649,0,43.924,61.643,92.324,41.775,0,117.033,0,76.37,164.298,41.821,72.256,325.911,28.246,89.717,60.47,81.338,0,293.534,0,150.072,50.519,97.305,51.105,43.355,208.806,163.853,97.307,114.853,254.961,562.061,0,91.739,74.546,84.877,0,0,301.324,104.974,162.711,0,71.228,67.948,41.333,67.331,32.145,118.62,32.419,44.621,56.65,322.915,31.019,169.476,70.82,0,281.796,76.362,132.823,111.269,0
473.2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.476,0,0,0,0,4.688,4.74,5.092,4.086,3.986,5.769,4.367,4.234,4.825,4.733,4.334,5.033,4.196,4.02,3.151,7.869,5.168,0,4.426,5.719,4.05,0,5.977,0,0,0,7.336,0,6.329,6.222,0,0,4.736,5.621,7.732,6.011,5.195,5.975,6.269,6.625,6.301,7.685,6.056,6.966,4.681,5.752,5.538,5.716,4.314,4.776,3.502,6.82,4.239,4.904,3.764,5.405,4.537,5.105,3.857,5.564,4.756,5.389,4.814,4.63,6.03,6.065,5.255,4.551,4.818,3.69,5.329,5.774,6.293,4.891,3.648,3.471,5.162,3.258,2.955,5.83,4.469,3.719,4.705,3.316
164.0714,33.014,22.603,32.104,17.104,21.412,21.581,20.229,13.427,20.698,19.479,17.544,30.35,23.623,20.992,19.906,21.878,21.641,11.785,12.819,24.731,19.692,16.7,16.796,14.066,17.36,12.736,12.019,19.385,23.055,13,12.158,26.485,8.355,13.981,13.404,21.194,19.152,10.087,15.018,11.042,16.052,12.443,23.986,10.933,12.028,15.819,14.46,15.541,19.074,21.435,33.214,14.134,11.008,13.045,15.468,20.513,21.437,10.953,15.762,14.88,8.029,16.79,13.637,12.855,10.091,10.67,15.204,8.601,18.95,15.246,9.914,14.314,15.528,13.826,0,19.115,7.678,16.319,21.968,14.573,16.873,10.454,13.019,9.501,10.065,16.014,8.613,9.431,8.968,8.529,10.291,13.985,15.847,11.933,13.618,8.955,6.1,14.087,14.087,11.322,11.026,11.764,9.059
517.3002,7.461,4.85,10.116,3.22,5.589,6.68,5.549,5.243,6.256,5.545,4.265,4.299,5.837,3.947,5.725,3.333,5.953,7.4,4.052,4.313,3.283,6.073,5.007,3.321,4.321,4.049,1.573,4.549,6.234,4.677,5.276,4.423,2.32,4.967,6.444,5.583,4.186,3.37,3.152,6.239,3.588,5.856,4.354,6.267,3.574,5.009,2.214,4.661,5.948,4.321,4.331,2.499,2.212,8.262,2.384,2.588,6.645,4.254,2.471,3.879,6.385,5.315,6.977,4.91,5.328,3.013,4.91,2.428,1.644,4.097,6.865,5.058,3.156,3.876,3.43,3.571,2.859,5.824,2.517,6.678,2.737,2.486,2.205,5.494,2.81,4.852,3.112,1.751,1.785,2.191,4.918,8.762,2.771,2.195,1.989,3.611,2.956,2.996,5.535,1.507,5.598,3.582,0.951
491.3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.435,21.434,42.429,29.455,18.404,10.626,24.423,31.396,17.381,23.574,32.283,22.143,23.669,24.187,34.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.518,37.02,37.535,38.411,47.409,47.809,38.64,40.672,30.189,24.415,32.81,36.815,29.812,24.438,18.487,21.982,25.887,6.071,12.666,23.478,16.261,18.472,18.469,17.819,35.03,17.196,27.509,19.548,19.673,12.438,23.967,23.99,16.714,29.875,28.439,27.735,18.008,14.812,24.001,12.628,16.403,13.559,15.922,17.044,15.871,13.329,43.675,23.811,0,11.154,11.668,29.452
409.1363,6.799,5.697,7.417,8.883,13.639,12.096,12.986,14.949,9.148,14.18,11.726,12.068,14.425,25.898,11.331,14.728,11.269,8.266,7.754,2.457,2.931,4.635,3.803,4.855,4.75,3.889,5.158,4.083,6.402,4.168,3.246,7.632,5.27,6.047,3.719,5.396,0,8.126,5.793,8.2,7.623,5.648,8.798,16.522,7.684,6.321,6.776,0,0,13.232,10.626,7.469,3.531,8.704,10.844,12.069,7.488,9.832,8.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.223,0,0,0,11.235,5.109,5.95,6.618,7.697,5.79,6.778,4.765,6.972,0,12.964,8.309,8.192,5.931,0,0,13.687,0,0,0,0,14.42
289.0846,0,27.65,0,24.944,0,30.563,24.776,0,0,0,23.727,0,25.485,28.663,25.662,28.267,0,0,31.479,17.75,0,0,0,17.282,0,22.013,23.103,24.998,0,21.281,18.895,0,20.511,44.466,21.338,18.541,0,22.763,0,18.027,0,17.209,296.98,0,55.825,0,25.611,0,0,0,0,0,18.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.219,0,0,14.495,0,15.432,12.18,0,0,15.736,0,16.4,12.152,10.954,19.197,0,18.626,0,15.568,70.784,0,0,0,0,0,0,0,0
534.2522,0,0,0,8.323,0,0,19.286,10.488,0,17.88,30.447,0,0,0,0,0,0,0,13.19,13.351,13.614,7.119,16.199,14.242,4.265,23.441,3.807,1.492,14.943,4.096,10.48,33.913,1.349,15.753,7.951,1.876,13.191,5.375,14.624,14.1,12.906,55.45,0,23.23,0,4.766,2.654,4.991,1.364,8.825,38.55,10.868,4.441,15.089,19.326,4.596,2.822,28.632,7.547,7.621,11.063,27.392,1.647,11.987,57.721,1.075,8.711,33.127,15.452,0.638,1.365,19.423,3.088,19.883,3.227,4.91,10.629,4.536,11.54,0.346,10.811,4.426,17.792,18.981,8.196,1.648,8.162,4.594,14.154,9.931,25.389,0.154,13.186,5.306,15.045,19.876,23.337,4.162,0.684,4.973,22.824,27.296,34.794
476.2769,0,4.15,21.286,8.728,10.225,6.02,10.836,11.367,5.26,8.211,12.803,19.362,8.206,7.85,9.323,13.351,6.709,6.755,6.615,9.513,8.37,36.088,4.568,22.364,7.58,6.246,14.544,3.309,3.85,11.721,4.422,32.912,6.062,12.399,4.787,3.877,7.834,4.208,9.693,16.363,11.511,15.565,7.874,37.682,4.49,14.615,10.545,7.348,3.583,17.805,3.457,22.309,18.175,10.181,24.603,27.487,10.641,18.694,7.806,9.538,6.489,10.74,10.17,15.461,3.862,12.498,56.92,8.034,1.951,9.611,11.858,13.943,2.73,13.987,5.705,13.189,5.946,26.848,8.155,7.086,4.347,25.887,6.441,4.132,32.506,8.399,22.402,18.625,5.888,5.333,6.3,9.158,2.039,4.218,3.931,4.985,6.255,26.511,12.027,2.334,3.434,5.902,23.964
401.1785,0,1.635,1.803,0.706,0,1.208,1.351,0.753,1.355,0.814,0.808,1.194,0,1.131,1.129,0.941,1.22,0.689,1.575,1.183,0.425,0.43,0,0.935,0.485,0.845,0.544,0.601,0.635,0.708,0.456,0.494,0.635,0.518,0.863,0.253,0.27,0.527,0.822,0.776,0.412,0.262,0,0.2,0.291,0.561,0.179,0.381,0.412,0.521,0.405,0.328,0.382,0.418,0.383,0.683,0.68,0.694,0.342,0.383,1.257,0.425,0.549,0.204,0.511,0.24,0.256,0.351,0.39,0.635,0.483,0.341,0.173,0.441,0.466,0.289,0.397,0.167,0.242,0.253,0.326,0.116,0.251,0.157,0.695,0.193,0.244,0.154,0.22,0.304,0.387,0.987,0.134,0.26,0.305,0.359,0.321,0.193,0.446,0.163,0.328,0.206,0.243
510.2526,26.51,11.741,15.637,21.784,26.615,15.767,20.401,11.756,22.488,41.274,30.401,29.299,26.218,17.076,34.87,20.693,16.495,40.538,17.24,12.549,18.125,19.03,22.077,27.59,21.379,21.463,10.052,27.651,21.646,12.376,15.477,16.064,25.051,26.565,63.638,27.799,36.621,11.182,9.539,16.201,23.27,39.249,0,15.618,13.184,20.334,8.31,21.204,19.547,26.488,23.026,18.567,14.008,20.935,23.706,16.502,11.292,24.074,22.418,17.924,9.37,18.09,4.571,21.234,22.511,16.405,12.161,9.081,14.741,30.929,9.38,9.6,36.096,18.198,6.596,19.789,9.857,23.556,8.54,18.519,12.491,17.883,38.241,21.858,11.654,16.871,19.778,14.772,12.174,11.601,25.809,19.887,27.221,19.036,21.169,29.052,15.898,12.868,21.191,31.807,19.142,30.236,6.382
116.05,3.376,3.826,5.035,2.36,4.057,3.65,2.482,1.939,2.234,2.384,2.39,5.851,2.431,3.6,2.309,2.919,2.436,1.643,1.977,4.597,4.21,1.386,3.804,3.887,4.263,2.389,2.187,3.402,5.048,2.688,2.867,5.627,2.372,1.844,2.425,3.991,4.899,2.139,4.221,2.943,4.809,2.199,5.499,2.77,2.811,4.3,3.242,2.202,4.808,4.405,4.483,3.444,2.751,3.412,3.617,2.927,4.47,2.345,2.179,3.005,2.532,1.991,2.607,2.501,1.775,1.794,3.273,1.684,3.188,2.176,1.872,2.406,2.957,0,0,3.591,1.273,3.162,3.772,2.19,2.682,1.27,2.085,2.063,1.5,1.9,1.201,0.904,2.101,0.817,1.176,1.458,3.123,1.42,2.034,1.886,0.784,1.729,1.314,1.997,1.29,1.162,2.357
558.3329,135.94,132.557,132.563,179.42,246.739,87.485,179.093,148.26,122.458,94.985,96.427,185.393,206.167,144.982,100.318,183.687,157.833,118.475,171.296,61.938,124.07,179.727,96.996,145.816,246.669,88.747,152.984,115.477,70.337,173.027,91.902,216.872,148.265,98.145,84.199,140.758,166.112,87.06,148.565,155.479,264.532,113.658,166.045,257.395,136.981,239.009,235.061,217.553,65.107,254.643,234.886,274.967,221.427,211.748,295.024,204.193,186.449,195.083,229.048,74.964,85.725,123.977,134.664,191.702,97.141,269.227,241.224,168.591,102.894,178.573,83.544,205.055,129.838,174.546,153.148,192.835,102.206,198.521,186.289,160.318,148.658,139.883,172.275,116.575,196.152,111.052,253.032,260.056,113.977,129.554,109.841,173.659,147.501,176.303,161.085,96.315,133.977,385.726,155.893,238.053,176.849,172.316,281.113
565.2998,2.431,1.122,2.392,2.93,2.21,1.637,2.026,2.799,2.477,1.358,1.501,2.767,1.572,1.69,2.689,2.573,2.79,1.943,1.547,1.27,1.29,1.306,1.35,1.262,1.839,5.509,0.831,1.101,1.021,1.505,1.411,1.177,3.523,2.937,5.231,0.676,0.964,0.843,0.942,1.48,1.504,2.604,0.519,2.905,1.213,0.884,1.043,4.97,0.905,1.321,1.757,2.407,0.829,2.734,2.362,1.895,1.445,4.553,4.174,0.831,2.333,6.801,11.606,2.16,2.804,8.001,0.926,1.484,0.442,7.055,0.463,1.185,0.294,1.706,1.404,2.33,0.891,1.374,0.574,1.617,0.962,0.485,2.87,2.141,1.152,2.525,1.909,1.023,0.744,0.585,7.323,1.987,1.385,1.741,5.19,4.491,3.766,1.381,0.636,2.763,3.707,1.524,6.853
452.2782,39.21,18.07,47.173,28.706,60.961,26.054,39.187,40.587,41.28,11.908,20.091,44.743,33.804,18.742,26.226,25.817,43.556,21.145,33.2,32.565,41.507,41.343,20.251,48.782,58.201,36.61,36.36,24.816,14.023,42.602,24.478,75.255,51.599,39.179,37.709,24.655,29.675,12.678,72.883,38.649,58.538,44.067,60.743,50.125,25.215,63.764,84.125,39.148,26.062,36.464,86.395,64.702,54.122,40.575,59.558,41.882,47.889,45.258,35.715,23.553,14.531,16.788,39.341,42.895,15.266,45.566,74.465,30.88,17.955,43.736,18.922,47.048,9.845,35.922,40.741,35.663,31.022,56.902,73.252,49.532,57.745,32.374,41.96,56.385,63.548,38.889,45.146,124.63,26.134,47.475,91.905,45.825,34.934,31.279,37.84,54.018,41.012,50.667,28.272,59.825,25.431,30.325,56.41
577.3741,1.966,1.934,6.879,8.469,0.579,5.16,3.946,0.654,1.156,3.508,2.392,0.922,2.176,7.514,1.182,11.285,5.291,7.614,0.463,8.397,1.657,0.549,0.766,3.39,1.138,11.996,2.104,6.967,0.803,5.06,1.555,3.598,4.396,0.462,3.289,1.451,0.447,4.536,1.754,1.428,4.011,1.748,9.009,12.277,5.935,4.08,1.55,1.335,5.09,8.078,1.274,7.26,9.653,9.089,0.774,3.267,5.008,4.298,2.057,2.838,0.72,3.419,3.898,4.455,3.929,0.185,2.41,2.419,1.207,1.03,7.062,2.545,0.217,1.473,1.448,3.934,1.357,8.007,2.698,7.427,3.651,1.206,1.916,0.5,0.682,5.243,14.461,5.321,4.35,5.205,2.38,7.374,0.324,2.801,2.213,3.453,2.644,6.22,7.528,0,2.024,2.431,0.452
599.3209,49.67,36.292,41.973,43.475,86.832,40.099,39.977,34.919,38.592,25.601,30.647,51.516,23.928,44.172,36.112,37.17,67.214,31.133,41.194,41.234,54.892,61.897,43.959,36.396,44.454,52.935,28.462,45.897,17.717,38.491,42.261,87.036,39.287,46.425,70.817,49.895,27.52,34.39,58.848,18.764,58.713,51.202,57.902,21.608,64.666,57.079,34.834,94.233,47.007,48.212,65.314,66.045,44.41,74.126,62.979,61.284,82.172,82.091,69.492,30.072,26.336,28.977,49.097,30.079,45.972,27.564,37.544,40.01,30.447,33.694,29.919,36.106,29.682,31.862,29.083,55.641,20.475,70.113,80.673,116.177,63.419,43,85.681,93.099,79.33,65.247,54.161,41.979,48.932,45.17,69.57,67.311,63.569,46.847,42.962,101.808,20.705,34.362,41.483,73.734,44.411,60.74,25.844
461.3247,2.144,13.035,2.981,5.629,7.835,13.622,7.56,7.071,6.267,3.076,13.164,9.167,1.468,4.807,13.72,3.678,7.707,14.349,8.537,6.694,7.071,15.34,10.625,4.942,4.321,18.022,11.534,5.981,4.762,11.986,11.952,6.663,8.096,8.774,13.382,10.591,5.52,18.583,6.452,4.75,5.04,20.426,19.087,3.738,5.279,12.13,1.484,5.948,2.091,2.883,0,2.848,17.444,7.036,0.409,10.992,6.82,11.295,10.256,19.914,4.768,9.021,7.716,15.155,7.48,6.211,1.09,6.939,7.2,0.398,14.006,3.935,2.628,6.308,1.685,15.004,7.768,6.43,1.939,8.413,1.572,7.216,11.588,1.96,4.475,23.413,8.606,1.827,8.631,8.58,11.246,3.839,1.831,15.423,3.356,3.995,9.532,2.447,13.724,1.164,4.653,5.908,1.445
154.0616,49.758,47.043,41.807,28.634,57.99,48.829,30.36,32.171,39.444,28.244,38.674,51.065,31.881,37.876,26.72,29.592,34.525,22.596,25.495,48.599,41.293,30.935,30.385,33.283,46.69,28.628,29.609,28.746,47.591,30.182,27.103,50.381,21.944,27.547,42.988,39.936,49.52,26.688,40.341,23.429,28.286,30.943,45.103,25.194,33.57,38.343,28.105,39.567,34.809,56.815,43.164,40.463,33.709,30.339,46.911,38.221,30.3,33.256,30.66,34.178,25.71,32.03,33.072,33.665,24.373,31.681,27.34,31.342,42.974,37.953,27.349,34.749,36.577,20.651,16.002,47.226,16.385,42.638,33.847,26.716,36.43,31.495,30.817,37.529,32.194,51.96,24.002,15.859,20.705,21.549,29.52,38.954,48.105,26.405,30.614,22.807,16.384,41.769,32.412,34.449,32.561,33.51,35.379
243.0609,4.541,3.394,3.61,3.176,4.246,3.516,4.259,3.108,4.092,3.912,2.906,3.66,3.666,3.054,2.997,3.433,4.684,2.437,2.758,3.269,3.693,2.804,3.607,3.428,4.445,1.761,3.309,3.008,4.345,2.776,2.473,3.412,2.384,3.064,2.397,3.647,3.485,2.206,3.303,3.056,4.042,2.161,6.358,0,4.133,4.121,4.145,4.95,3.773,5.578,0,3.581,1.797,2.394,4.962,3.068,4.129,2.86,2.643,3.909,3.752,4.423,4.306,4.424,3.209,2.572,2.753,3.4,4.741,4.786,3.33,4.154,3.108,3.002,3.669,5.528,2.377,4.429,3.877,3.761,4.903,2.288,3.4,3.983,2.937,5.835,2.587,2.345,2.338,2.556,2.156,4.123,3.575,2.945,3.727,2.509,4.387,4.708,2.614,3.417,3.893,4.553,2.871
595.4927,0.596,10.569,22.647,5.034,3.273,11.309,3.162,7.183,1.615,4.466,3.026,8.829,0.566,8.036,16.219,2.565,49.983,1.849,4.595,0.751,3.798,63.201,14.26,0.035,0.907,26.271,20.58,12.071,44.656,7.109,14.985,13.079,1.364,21.096,8.744,34.741,0.919,15.185,0.348,35.315,6.6,54.89,17.436,14.02,13.965,42.818,5.959,10.68,0,1.147,0.515,0.65,6.164,1.633,8.152,10.433,1.459,7.249,33.005,4.378,0.154,3.33,55.897,2.542,0.414,21.216,0.806,1.77,0.081,0.512,3.505,8.881,0.144,0.186,0.025,5.637,3.238,3.788,0.106,5.618,0,3.087,7.426,0.613,5.858,46.427,90.131,0.548,2.344,10.411,7.856,1.778,0.366,1.946,7.746,6.697,7.641,43.978,28.877,8.8,1.955,2.981,1.105
506.2649,0,0,15.609,53.889,0,0,27.632,34.443,12.402,95.626,28.53,56.556,0,13.751,53.451,34.626,0,26.513,14.433,60.901,49.732,126.398,11.951,63.598,14.848,15.015,0,0,38.742,11.315,7.916,47.223,4.16,32.741,26.162,38.674,25.298,11.148,20.746,11.224,6.657,33.641,0,88.95,7.699,10.785,0,0,26.663,47.37,0,23.944,12.211,5.897,25.884,38.521,2.228,13.037,31.357,27.752,15.101,25.946,23.01,35.082,15.365,180.214,62.955,9.119,21.339,0,6.642,77.549,10.093,6.924,0,17.733,37.333,6.294,6.735,2.319,6.386,76.672,9.767,19.979,3.34,2.146,25.689,15.955,94.516,13.11,68.11,3.898,11.641,10.046,17.302,7.332,7.124,4.555,24.503,0,58.14,0,36.013
254.6223,50.421,42.916,27.967,44.019,62.578,0,68.308,43.507,45.811,85.494,93.492,50.604,47.952,50.403,70.155,28.384,34.011,79.662,47.08,64.102,82.93,50.203,99.686,79.12,55.782,100.257,30.595,72.631,104.554,35.313,59.858,109.044,46.267,73.813,151.852,71.526,124.863,41.281,58.416,63.034,83.747,218.149,0,84.093,0,63.491,0,58.016,0,77.839,158.369,66.451,42.186,86.571,84.653,40.319,48.992,99.748,64.929,77.097,49.521,103.323,0,91.983,180.023,32.3,40.885,103.281,81.384,75.95,41.35,88.711,118.991,106.621,0,97.786,60.732,70.842,57.291,50.089,59.387,50.588,142.429,113.129,49.885,0,61.14,42.858,57.806,61.434,112.013,0,120.251,61.413,91.552,79.141,70.786,0,0,84.976,93.329,119.94,90.38
463.341,13.415,38.485,14.198,18.552,23.414,36.333,29.637,20.205,19.686,14.782,39.224,25.793,7.711,22.799,42.223,13.343,24.846,38.86,26.198,18.127,18.605,52.095,32.908,15.049,14.417,49.326,34.178,20.063,15.609,33.715,33.755,23.259,19.892,29.322,28.908,34.283,24.439,52.247,18.716,12.665,13.919,47.03,49.694,11.397,14.267,33.634,4.993,17.099,7.178,11.416,3.016,12.52,46.732,22.153,5.768,30.868,28.201,37.258,34.759,56.504,13.336,26.015,27.462,43.507,24.92,21.916,6.632,23.951,21.706,2.663,38.999,15.19,10.386,19.574,7.072,52.275,25.733,21.277,9.934,16.643,8.963,30.096,42.062,10.172,15.742,65.125,26.296,7.049,29.454,33.278,32.46,17.325,12.065,43.565,16.478,13.64,25.495,10.02,39.786,7.845,17.872,22.615,6.466
567.3167,9.352,2.281,3.273,6.371,6.618,4.04,3.872,8.101,19.996,5.066,6.18,24.88,2.444,2.08,5.629,11.556,5.768,15.838,3.083,1.856,8.455,1.989,2.137,1.772,6.981,9.236,0.89,1.957,1.768,5.245,8.308,0.908,14.482,12.599,33.21,1.091,6.85,3.856,3.33,5.602,9.82,13.139,3.269,5.979,3.305,1.817,0.876,27.776,26.842,9.137,14.448,3.885,0.942,3.994,7.155,4.427,0.913,12.344,5.079,10.999,13.774,4.554,6.85,3.22,8.653,30.461,5.504,6.155,0.843,1.849,0.985,1.788,1.372,9.869,6.013,2.166,4.59,4.203,0.151,3.428,2.798,4.493,3.597,9.13,1.828,8.687,2.48,5.468,2.67,1.924,12.257,6.855,1.567,2.65,4.944,11.775,11.957,1.172,3.957,5.528,17.462,6.274,53.169
348.0149,2.497,1.823,1.809,1.58,2.93,2.995,3.286,2.43,2.753,1.862,1.918,2.39,2.558,2.659,2.517,2.756,2.798,2.129,1.81,1.117,2.16,0.895,1.312,2.03,2.668,2.936,1.413,1.63,2.916,1.546,1.361,1.978,1.267,1.547,1.436,1.715,2.334,1.225,3.584,1.106,2.183,1.332,4.336,2.612,1.889,2.119,1.726,1.468,2.416,3.427,3.409,1.972,0.971,1.622,3.821,2.726,2.545,2.428,1.826,3.01,1.331,1.933,3.32,2.927,2.735,1.925,5.014,3.397,3.637,3.793,2.971,3.049,2.763,2.342,2.375,3.596,1.895,1.578,1.447,1.435,2.089,2.012,2.169,2.473,1.646,2.35,0.607,1.285,1.239,1.156,2.408,2.796,4.537,1.924,1.258,1.45,1.747,1.541,1.135,1.938,2.338,2.766,2.111
317.1954,19.066,13.124,21.741,6.646,13.802,17.802,16.739,11.955,11.198,14.16,13.43,12.87,12.618,14.828,11.961,13.019,15.383,8.893,14.069,13.593,9.536,12.046,10.703,8.497,9.251,7.433,6.95,14.778,16.339,12.892,12.587,22.935,7.442,6.827,20.837,17.596,17.404,11.449,15.08,14.6,11.354,13.786,14.594,10.534,6.909,14.532,9.214,4.645,12.225,11.192,11.805,8.187,8.024,10.925,6.097,9.39,11.003,8.797,5.574,10.278,8.549,12.971,11.417,8.264,9.722,8.136,13.956,6.382,6.96,11.533,16.217,13.692,8.924,8.813,12.814,7.93,8.862,7.817,7.804,3.909,10.391,6.415,5.426,9.128,12.421,8.956,5.572,7.305,4.483,8.503,10.251,15.232,11.876,7.351,5.885,7.241,6.944,7.173,11.354,5.666,12.731,12.916,7.74
